"","state","county","tract","B25064_001E","B19013_001E","B25003_001E","B25003_002E","B25003_003E","B25003A_001E","B25003A_002E","B25003A_003E","B25003B_001E","B25003B_002E","B25003B_003E","B25003C_001E","B25003C_002E","B25003C_003E","B25003D_001E","B25003D_002E","B25003D_003E","B25003E_001E","B25003E_002E","B25003E_003E","B25003F_001E","B25003F_002E","B25003F_003E","B25003G_001E","B25003G_002E","B25003G_003E","B25003H_001E","B25003H_002E","B25003H_003E","B25003I_001E","B25003I_002E","B25003I_003E"
"1215","06","085","506402",1610,77089,2253,713,1540,1523,519,1004,189,0,189,0,0,0,262,156,106,28,0,28,190,26,164,61,12,49,1160,465,695,635,80,555
"1216","06","085","506501",1514,49539,2487,808,1679,1289,348,941,141,0,141,0,0,0,644,423,221,0,0,0,356,15,341,57,22,35,702,304,398,947,84,863
"1217","06","085","506502",2131,121053,1878,817,1061,1501,671,830,55,0,55,0,0,0,239,99,140,0,0,0,31,26,5,52,21,31,1297,595,702,247,102,145
"1218","06","085","506503",1646,92004,2609,961,1648,1866,804,1062,36,0,36,0,0,0,427,157,270,0,0,0,201,0,201,79,0,79,1667,787,880,437,17,420
"1219","06","085","506601",1526,94306,1693,842,851,1016,423,593,51,0,51,0,0,0,455,319,136,0,0,0,62,18,44,109,82,27,835,408,427,306,70,236
"1220","06","085","506603",2013,121833,1340,1028,312,816,632,184,7,0,7,14,14,0,393,317,76,31,5,26,18,18,0,61,42,19,733,584,149,129,80,49
"1221","06","085","506604",1762,113622,2562,1982,580,1745,1362,383,23,0,23,0,0,0,671,535,136,0,0,0,24,0,24,99,85,14,1639,1295,344,141,78,63
"1222","06","085","506605",1505,79345,1508,605,903,909,313,596,63,0,63,0,0,0,384,245,139,0,0,0,119,23,96,33,24,9,772,288,484,245,37,208
"1223","06","085","506606",1570,91136,1596,752,844,1023,421,602,9,9,0,34,0,34,370,267,103,0,0,0,111,38,73,49,17,32,876,381,495,300,78,222
"1224","06","085","506701",2126,132401,1253,919,334,884,649,235,0,0,0,0,0,0,289,245,44,10,0,10,35,9,26,35,16,19,840,637,203,86,28,58
"1225","06","085","506702",1770,105313,1935,1022,913,1390,815,575,16,0,16,30,30,0,406,177,229,0,0,0,42,0,42,51,0,51,1209,728,481,238,87,151
"1226","06","085","506703",1906,119896,1308,716,592,944,551,393,36,6,30,0,0,0,203,101,102,0,0,0,18,8,10,107,50,57,839,516,323,138,49,89
"1227","06","085","506801",2002,109432,2172,1485,687,1832,1253,579,22,22,0,0,0,0,224,181,43,0,0,0,14,0,14,80,29,51,1714,1193,521,132,60,72
"1228","06","085","506802",1987,117204,1935,1475,460,1568,1160,408,26,15,11,16,7,9,268,250,18,0,0,0,29,29,0,28,14,14,1493,1109,384,134,87,47
"1229","06","085","506803",1492,125417,2363,1645,718,1844,1207,637,0,0,0,0,0,0,386,348,38,0,0,0,56,56,0,77,34,43,1723,1184,539,226,85,141
"1230","06","085","506804",2461,164091,1278,1095,183,1004,860,144,6,6,0,0,0,0,253,214,39,0,0,0,0,0,0,15,15,0,963,838,125,41,22,19
"1231","06","085","506900",2132,130221,2634,2201,433,2185,1818,367,17,17,0,10,10,0,346,297,49,0,0,0,9,9,0,67,50,17,2094,1727,367,100,100,0
"1232","06","085","507001",1893,152875,2977,2052,925,2711,1881,830,17,0,17,0,0,0,185,144,41,0,0,0,37,0,37,27,27,0,2576,1845,731,200,36,164
"1233","06","085","507002",2070,237656,1005,825,180,870,723,147,6,6,0,0,0,0,85,77,8,0,0,0,0,0,0,44,19,25,847,708,139,23,15,8
"1234","06","085","507100",1675,87500,1282,427,855,1107,386,721,40,0,40,0,0,0,92,34,58,0,0,0,0,0,0,43,7,36,985,365,620,150,21,129
"1235","06","085","507203",2378,147000,1166,582,584,902,434,468,13,13,0,0,0,0,204,112,92,0,0,0,15,0,15,32,23,9,874,413,461,53,31,22
"1236","06","085","507205",1951,149531,1825,1625,200,1579,1396,183,0,0,0,0,0,0,228,219,9,0,0,0,8,0,8,10,10,0,1545,1362,183,42,34,8
"1237","06","085","507206",2193,203250,1055,963,92,886,799,87,0,0,0,0,0,0,153,148,5,0,0,0,8,8,0,8,8,0,858,775,83,36,32,4
"1238","06","085","507301",-666666666,150893,2414,1906,508,1485,1132,353,0,0,0,31,31,0,842,724,118,0,0,0,11,0,11,45,19,26,1396,1056,340,100,76,24
"1239","06","085","507302",3098,171394,1031,784,247,736,544,192,0,0,0,0,0,0,283,228,55,0,0,0,0,0,0,12,12,0,731,544,187,5,0,5
"1240","06","085","507401",3501,176552,1860,1666,194,868,771,97,10,10,0,0,0,0,953,856,97,0,0,0,0,0,0,29,29,0,832,743,89,36,28,8
"1241","06","085","507402",3000,136644,1453,1167,286,969,770,199,24,24,0,0,0,0,407,351,56,0,0,0,41,10,31,12,12,0,870,690,180,109,90,19
"1242","06","085","507500",3089,153472,2028,1839,189,950,818,132,16,16,0,0,0,0,1060,1003,57,0,0,0,0,0,0,2,2,0,925,793,132,25,25,0
"1243","06","085","507600",2310,214375,1962,1722,240,1131,964,167,24,24,0,5,5,0,785,712,73,0,0,0,6,6,0,11,11,0,1093,934,159,38,30,8
"1244","06","085","507701",2250,177045,1372,1080,292,599,418,181,0,0,0,0,0,0,747,645,102,0,0,0,0,0,0,26,17,9,548,398,150,51,20,31
"1245","06","085","507702",3501,194318,2058,1800,258,740,635,105,0,0,0,0,0,0,1289,1153,136,0,0,0,17,0,17,12,12,0,679,574,105,61,61,0
"1246","06","085","507703",2332,152688,2693,1703,990,1295,792,503,0,0,0,0,0,0,1354,898,456,20,0,20,0,0,0,24,13,11,1270,778,492,43,32,11
"1247","06","085","507805",2352,125579,2203,880,1323,848,397,451,69,0,69,0,0,0,1200,483,717,0,0,0,26,0,26,60,0,60,812,397,415,71,9,62
"1248","06","085","507806",2599,145213,1811,620,1191,379,200,179,6,0,6,26,15,11,1369,399,970,0,0,0,6,0,6,25,6,19,357,195,162,44,12,32
"1249","06","085","507807",2383,169000,1052,718,334,246,162,84,0,0,0,0,0,0,762,512,250,11,11,0,9,9,0,24,24,0,238,154,84,42,26,16
"1250","06","085","507808",2898,174917,1773,1352,421,530,391,139,14,0,14,0,0,0,1211,951,260,0,0,0,0,0,0,18,10,8,515,376,139,15,15,0
"1251","06","085","507903",2412,147000,1626,1343,283,563,439,124,0,0,0,5,0,5,1025,893,132,22,0,22,0,0,0,11,11,0,527,427,100,41,12,29
"1252","06","085","507904",3079,185192,1098,979,119,377,330,47,11,11,0,0,0,0,671,599,72,0,0,0,19,19,0,20,20,0,359,322,37,29,19,10
"1253","06","085","507905",1814,130047,2152,1013,1139,697,436,261,0,0,0,11,0,11,1385,577,808,0,0,0,12,0,12,47,0,47,570,355,215,127,81,46
"1254","06","085","507906",3058,154432,1411,1208,203,472,460,12,0,0,0,0,0,0,925,740,185,0,0,0,6,0,6,8,8,0,443,431,12,35,29,6
"1255","06","085","508001",2727,122813,2858,1734,1124,1008,605,403,0,0,0,0,0,0,1832,1129,703,0,0,0,0,0,0,18,0,18,905,571,334,103,34,69
"1256","06","085","508003",2347,121875,770,395,375,323,193,130,0,0,0,11,11,0,414,179,235,0,0,0,6,6,0,16,6,10,308,178,130,33,28,5
"1257","06","085","508004",2163,120315,2210,1138,1072,801,408,393,55,12,43,12,12,0,1304,695,609,0,0,0,16,0,16,22,11,11,711,369,342,129,51,78
"1258","06","085","508101",2731,170295,2327,1481,846,803,514,289,0,0,0,0,0,0,1480,952,528,0,0,0,15,15,0,29,0,29,781,494,287,37,35,2
"1259","06","085","508102",2290,144226,1193,546,647,362,232,130,0,0,0,0,0,0,755,277,478,17,17,0,31,0,31,28,20,8,340,210,130,53,22,31
"1260","06","085","508202",2194,129103,2772,1620,1152,1511,1024,487,78,0,78,0,0,0,1069,555,514,24,0,24,37,17,20,53,24,29,1330,943,387,218,98,120
"1261","06","085","508203",1964,168427,1797,1252,545,760,488,272,14,14,0,0,0,0,1023,750,273,0,0,0,0,0,0,0,0,0,704,478,226,66,20,46
"1262","06","085","508204",2252,144904,1481,1084,397,617,548,69,20,0,20,18,18,0,795,509,286,0,0,0,10,0,10,21,9,12,571,526,45,62,28,34
"1263","06","085","508301",2824,173359,1567,1245,322,929,707,222,10,10,0,0,0,0,608,520,88,12,0,12,0,0,0,8,8,0,872,671,201,57,36,21
"1264","06","085","508303",2558,161250,924,821,103,617,554,63,4,4,0,0,0,0,277,237,40,10,10,0,0,0,0,16,16,0,594,531,63,23,23,0
"1265","06","085","508304",1638,90647,3058,854,2204,1247,502,745,121,22,99,28,0,28,1428,330,1098,51,0,51,99,0,99,84,0,84,1086,489,597,295,13,282
"1266","06","085","508401",2255,161111,2350,1547,803,1374,1062,312,0,0,0,9,9,0,942,466,476,0,0,0,0,0,0,25,10,15,1220,959,261,154,103,51
"1267","06","085","508403",2750,157321,1078,920,158,631,561,70,11,0,11,0,0,0,353,334,19,0,0,0,8,0,8,75,25,50,631,561,70,8,0,8
"1268","06","085","508404",1859,127328,2328,1344,984,1290,827,463,0,0,0,14,0,14,912,473,439,0,0,0,88,44,44,24,0,24,1181,803,378,180,51,129
"1269","06","085","508503",1852,112411,2630,777,1853,855,419,436,0,0,0,0,0,0,1627,337,1290,0,0,0,68,0,68,80,21,59,826,419,407,135,21,114
"1270","06","085","508504",1855,102157,3396,465,2931,1300,253,1047,69,17,52,0,0,0,1869,195,1674,0,0,0,121,0,121,37,0,37,851,236,615,570,17,553
"1271","06","085","508505",2146,134375,1914,1013,901,931,423,508,16,16,0,0,0,0,927,541,386,0,0,0,15,15,0,25,18,7,872,407,465,81,38,43
"1272","06","085","508507",2061,96648,1343,351,992,400,139,261,33,20,13,0,0,0,781,173,608,0,0,0,52,0,52,77,19,58,339,119,220,136,31,105
"1273","06","085","508508",1810,82181,2029,853,1176,895,416,479,22,13,9,0,0,0,970,361,609,14,0,14,48,17,31,80,46,34,705,376,329,256,75,181
"1274","06","085","508601",1721,124567,1355,834,521,724,469,255,24,0,24,0,0,0,461,312,149,0,0,0,82,20,62,64,33,31,601,386,215,236,103,133
"1275","06","085","508602",1983,111038,2016,484,1532,1126,295,831,51,0,51,20,0,20,665,163,502,0,0,0,64,2,62,90,24,66,898,242,656,323,55,268
"1276","06","085","508703",2013,114087,3256,1238,2018,1281,545,736,117,28,89,14,0,14,1632,597,1035,0,0,0,155,38,117,57,30,27,1084,487,597,351,96,255
"1277","06","085","508704",2119,104886,2603,855,1748,1179,364,815,31,0,31,11,0,11,1236,449,787,0,0,0,44,0,44,102,42,60,865,223,642,375,141,234
"1278","06","085","508800",1895,117273,1460,378,1082,776,208,568,47,0,47,0,0,0,577,135,442,0,0,0,25,0,25,35,35,0,497,122,375,338,94,244
"1279","06","085","508900",1696,82652,1700,698,1002,917,385,532,25,9,16,19,0,19,540,275,265,11,0,11,135,20,115,53,9,44,563,308,255,516,97,419
"1280","06","085","509000",1660,78138,2540,1088,1452,1718,702,1016,35,13,22,45,19,26,499,275,224,46,46,0,130,19,111,67,14,53,913,579,334,1010,161,849
"1281","06","085","509102",2258,126094,2274,760,1514,860,442,418,53,20,33,0,0,0,1261,265,996,0,0,0,0,0,0,100,33,67,749,423,326,129,19,110
"1282","06","085","509105",2099,107724,3057,1040,2017,1728,758,970,78,35,43,0,0,0,1136,190,946,0,0,0,45,29,16,70,28,42,1338,634,704,458,167,291
"1283","06","085","509106",1722,98375,1693,544,1149,937,287,650,37,0,37,5,0,5,587,225,362,0,0,0,76,6,70,51,26,25,705,257,448,315,36,279
"1284","06","085","509107",1937,104167,1946,19,1927,825,19,806,61,0,61,0,0,0,939,0,939,0,0,0,80,0,80,41,0,41,656,19,637,259,0,259
"1285","06","085","509108",1715,87153,1967,563,1404,1179,364,815,17,0,17,8,8,0,669,174,495,13,0,13,54,9,45,27,8,19,884,289,595,357,92,265
"1286","06","085","509109",2401,146037,1943,1068,875,1156,623,533,0,0,0,0,0,0,683,400,283,0,0,0,21,0,21,83,45,38,1039,569,470,149,54,95
"1287","06","085","509201",2127,104375,2337,1055,1282,1548,670,878,92,0,92,0,0,0,593,296,297,0,0,0,22,22,0,82,67,15,1256,585,671,364,157,207
"1288","06","085","509202",1836,114696,1885,855,1030,1174,510,664,34,0,34,0,0,0,552,288,264,0,0,0,59,37,22,66,20,46,1021,421,600,228,132,96
"1289","06","085","509302",1874,121071,1222,824,398,869,598,271,14,14,0,0,0,0,259,202,57,0,0,0,62,0,62,18,10,8,831,581,250,100,17,83
"1290","06","085","509303",1488,62152,1743,486,1257,1162,308,854,65,0,65,0,0,0,382,168,214,0,0,0,51,0,51,83,10,73,941,284,657,300,34,266
"1291","06","085","509304",2014,112863,1357,578,779,739,305,434,34,8,26,35,0,35,369,235,134,51,30,21,107,0,107,22,0,22,626,264,362,263,49,214
"1292","06","085","509401",1782,90825,1757,340,1417,934,224,710,89,0,89,0,0,0,676,109,567,8,0,8,8,0,8,42,7,35,843,224,619,99,0,99
"1293","06","085","509403",1843,84091,2052,114,1938,1218,76,1142,41,0,41,28,15,13,497,23,474,0,0,0,231,0,231,37,0,37,994,76,918,483,0,483
"1294","06","085","509404",1959,110552,2683,978,1705,1492,408,1084,62,33,29,0,0,0,804,461,343,15,15,0,256,45,211,54,16,38,1204,332,872,565,121,444
"1295","06","085","509500",1779,86228,2240,403,1837,1490,277,1213,71,0,71,0,0,0,436,86,350,0,0,0,187,11,176,56,29,27,1026,208,818,640,69,571
"1296","06","085","509600",2337,131375,1483,475,1008,1037,343,694,29,0,29,0,0,0,369,125,244,0,0,0,28,7,21,20,0,20,940,328,612,120,22,98
"1297","06","085","509700",2173,114500,1408,540,868,1005,418,587,19,9,10,0,0,0,249,61,188,8,0,8,49,16,33,78,36,42,849,393,456,250,60,190
"1298","06","085","509801",1490,134000,2172,1405,767,1456,1026,430,48,0,48,35,15,20,591,364,227,0,0,0,0,0,0,42,0,42,1327,1011,316,204,15,189
"1299","06","085","509802",1684,164813,1131,749,382,687,460,227,72,19,53,0,0,0,286,227,59,15,0,15,34,14,20,37,29,8,670,460,210,66,29,37
"1300","06","085","509901",2723,182614,689,561,128,505,419,86,0,0,0,0,0,0,155,119,36,6,0,6,0,0,0,23,23,0,505,419,86,11,5,6
"1301","06","085","509902",1716,138594,1839,1234,605,1296,914,382,22,5,17,0,0,0,446,279,167,0,0,0,15,6,9,60,30,30,1197,861,336,137,65,72
"1302","06","085","510001",2983,178029,2063,1897,166,1469,1344,125,0,0,0,0,0,0,532,491,41,0,0,0,0,0,0,62,62,0,1429,1318,111,40,26,14
"1303","06","085","510002",3092,203906,1291,1056,235,897,684,213,9,9,0,0,0,0,364,342,22,0,0,0,11,11,0,10,10,0,853,650,203,55,45,10
"1304","06","085","510100",3501,153583,1081,990,91,832,741,91,0,0,0,0,0,0,226,226,0,0,0,0,7,7,0,16,16,0,802,711,91,30,30,0
"1305","06","085","510200",2725,231333,1440,1297,143,1055,966,89,0,0,0,0,0,0,337,297,40,0,0,0,0,0,0,48,34,14,1020,943,77,35,23,12
"1306","06","085","510300",2487,184706,1716,1315,401,1354,1022,332,0,0,0,0,0,0,345,287,58,0,0,0,0,0,0,17,6,11,1297,1000,297,57,22,35
"1307","06","085","510400",2306,208239,1165,1000,165,804,697,107,0,0,0,0,0,0,303,268,35,0,0,0,0,0,0,58,35,23,788,697,91,25,9,16
"1308","06","085","510500",2579,160875,1891,1528,363,1485,1194,291,0,0,0,0,0,0,393,327,66,0,0,0,0,0,0,13,7,6,1469,1178,291,16,16,0
"1309","06","085","510600",2190,121292,2350,1503,847,1664,1090,574,0,0,0,0,0,0,651,378,273,0,0,0,35,35,0,0,0,0,1409,939,470,290,186,104
"1310","06","085","510700",1889,108583,2046,939,1107,1232,470,762,71,10,61,0,0,0,682,443,239,0,0,0,36,0,36,25,16,9,1133,451,682,135,19,116
"1311","06","085","510801",2016,173313,2210,1611,599,1418,957,461,0,0,0,0,0,0,778,640,138,0,0,0,0,0,0,14,14,0,1359,939,420,59,18,41
"1312","06","085","510802",1872,175417,683,558,125,476,382,94,19,12,7,0,0,0,161,144,17,0,0,0,0,0,0,27,20,7,435,356,79,41,26,15
"1313","06","085","510803",1741,118194,997,593,404,553,387,166,0,0,0,0,0,0,378,162,216,9,9,0,9,0,9,48,35,13,528,377,151,34,10,24
"1314","06","085","510900",2325,122151,2040,1298,742,1347,794,553,26,0,26,0,0,0,628,487,141,0,0,0,0,0,0,39,17,22,1278,787,491,69,7,62
"1315","06","085","511000",2562,164911,2449,1515,934,1532,869,663,19,0,19,7,7,0,819,612,207,46,16,30,0,0,0,26,11,15,1419,851,568,113,18,95
"1316","06","085","511100",2945,205938,1846,1532,314,1252,1057,195,8,8,0,8,8,0,535,442,93,0,0,0,0,0,0,43,17,26,1188,1014,174,82,43,39
"1317","06","085","511200",3207,240156,1670,1250,420,1231,920,311,18,18,0,0,0,0,336,248,88,0,0,0,31,31,0,54,33,21,1223,912,311,36,23,13
"1318","06","085","511301",2319,99219,1801,694,1107,1423,584,839,31,0,31,0,0,0,188,82,106,0,0,0,18,6,12,141,22,119,1336,573,763,99,11,88
"1319","06","085","511302",1706,81029,2136,511,1625,1479,403,1076,0,0,0,0,0,0,604,108,496,0,0,0,0,0,0,53,0,53,1375,370,1005,104,33,71
"1320","06","085","511400",2323,191528,1335,879,456,988,621,367,53,28,25,0,0,0,266,202,64,0,0,0,28,28,0,0,0,0,935,621,314,53,0,53
"1321","06","085","511500",2377,148750,3043,1668,1375,2214,1272,942,49,25,24,31,19,12,515,246,269,27,0,27,0,0,0,207,106,101,2056,1188,868,184,110,74
"1322","06","085","511608",1556,35078,93,4,89,47,4,43,0,0,0,0,0,0,35,0,35,6,0,6,0,0,0,5,0,5,47,4,43,0,0,0
"1323","06","085","511609",2807,100977,1714,211,1503,1333,196,1137,21,0,21,0,0,0,318,15,303,0,0,0,0,0,0,42,0,42,1235,196,1039,98,0,98
"1324","06","085","511701",2351,248750,1565,1343,222,1168,997,171,13,0,13,0,0,0,384,346,38,0,0,0,0,0,0,0,0,0,1130,959,171,38,38,0
"1325","06","085","511702",2750,213229,945,898,47,740,697,43,5,5,0,0,0,0,172,172,0,0,0,0,6,6,0,22,18,4,700,657,43,46,46,0
"1326","06","085","511704",1681,225905,1723,1621,102,1186,1093,93,0,0,0,0,0,0,490,481,9,16,16,0,0,0,0,31,31,0,1172,1079,93,14,14,0
"1327","06","085","511705",1607,188750,357,306,51,257,215,42,5,5,0,0,0,0,85,79,6,0,0,0,0,0,0,10,7,3,245,203,42,19,19,0
"1328","06","085","511707",2865,134844,1206,1070,136,954,818,136,0,0,0,0,0,0,252,252,0,0,0,0,0,0,0,0,0,0,881,799,82,73,19,54
"1329","06","085","511800",1567,134750,1645,1263,382,1495,1158,337,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,124,79,45,1462,1137,325,44,32,12
"1330","06","085","511905",2083,135972,1063,842,221,688,522,166,0,0,0,0,0,0,364,309,55,0,0,0,0,0,0,11,11,0,579,478,101,120,55,65
"1331","06","085","511907",3000,141161,1344,1092,252,822,645,177,22,14,8,14,14,0,486,419,67,0,0,0,0,0,0,0,0,0,684,592,92,159,74,85
"1332","06","085","511909",3239,201731,2658,2517,141,1544,1418,126,0,0,0,0,0,0,1068,1053,15,0,0,0,0,0,0,46,46,0,1504,1378,126,40,40,0
"1333","06","085","511910",3429,198068,1051,984,67,787,778,9,13,13,0,0,0,0,242,193,49,0,0,0,0,0,0,9,0,9,757,748,9,30,30,0
"1334","06","085","511911",1216,119402,1879,1361,518,1234,921,313,110,14,96,0,0,0,401,368,33,0,0,0,36,11,25,98,47,51,1158,858,300,93,63,30
"1335","06","085","511912",2569,163846,1748,1515,233,923,758,165,35,35,0,0,0,0,685,638,47,0,0,0,22,8,14,83,76,7,891,726,165,44,44,0
"1336","06","085","511913",3501,164375,1427,1356,71,1086,1033,53,7,7,0,0,0,0,284,266,18,9,9,0,34,34,0,7,7,0,974,925,49,146,142,4
"1337","06","085","511914",2557,138676,1918,1736,182,1441,1302,139,9,9,0,7,7,0,358,331,27,8,8,0,41,32,9,54,47,7,1373,1238,135,89,85,4
"1338","06","085","511915",1338,50781,1275,416,859,785,313,472,77,26,51,0,0,0,167,66,101,0,0,0,180,6,174,66,5,61,603,293,310,362,26,336
"1339","06","085","511916",1319,116250,1696,1189,507,1176,781,395,29,21,8,0,0,0,387,297,90,0,0,0,37,30,7,67,60,7,1045,734,311,198,107,91
"1340","06","085","512001",2613,154322,2012,1685,327,863,778,85,40,29,11,0,0,0,993,780,213,0,0,0,78,78,0,38,20,18,667,590,77,292,277,15
"1341","06","085","512005",2366,114669,2217,1673,544,1645,1163,482,51,26,25,0,0,0,321,303,18,5,5,0,115,96,19,80,80,0,1389,990,399,371,269,102
"1342","06","085","512017",1492,78792,2213,1370,843,930,670,260,114,45,69,101,61,40,786,481,305,0,0,0,218,86,132,64,27,37,443,413,30,795,356,439
"1343","06","085","512019",2026,102595,1563,991,572,917,593,324,129,48,81,16,16,0,401,291,110,0,0,0,43,22,21,57,21,36,767,515,252,215,122,93
"1344","06","085","512020",1809,85123,2561,563,1998,1353,201,1152,34,0,34,46,0,46,981,341,640,47,0,47,64,21,43,36,0,36,840,149,691,643,93,550
"1345","06","085","512021",2337,91189,2047,1682,365,1244,952,292,22,7,15,5,5,0,514,479,35,0,0,0,100,77,23,162,162,0,931,818,113,504,302,202
"1346","06","085","512022",1634,64231,1888,1068,820,990,634,356,95,25,70,18,2,16,566,305,261,8,0,8,183,84,99,28,18,10,683,501,182,515,226,289
"1347","06","085","512023",1863,78100,2024,1038,986,1146,686,460,214,62,152,0,0,0,319,165,154,0,0,0,266,65,201,79,60,19,704,408,296,733,377,356
"1348","06","085","512024",1434,90795,1635,931,704,956,640,316,143,22,121,32,0,32,317,163,154,0,0,0,98,61,37,89,45,44,790,579,211,297,112,185
"1349","06","085","512025",2394,105491,1079,850,229,742,601,141,36,36,0,0,0,0,225,192,33,0,0,0,9,9,0,67,12,55,642,532,110,167,81,86
"1350","06","085","512026",1975,82692,1312,872,440,702,486,216,48,26,22,10,10,0,274,254,20,17,17,0,179,62,117,82,17,65,532,410,122,379,148,231
"1351","06","085","512027",1822,77455,1577,619,958,1041,328,713,50,28,22,10,0,10,338,216,122,0,0,0,36,0,36,102,47,55,789,276,513,343,81,262
"1352","06","085","512029",2116,116699,2472,1848,624,1654,1250,404,52,52,0,12,12,0,383,346,37,13,13,0,197,138,59,161,37,124,1439,1093,346,422,321,101
"1353","06","085","512030",2750,135078,993,836,157,653,545,108,35,20,15,0,0,0,199,199,0,0,0,0,75,46,29,31,26,5,571,492,79,147,89,58
"1354","06","085","512031",2582,118618,1369,1092,277,1041,813,228,7,7,0,17,0,17,191,159,32,0,0,0,38,38,0,75,75,0,855,708,147,235,143,92
"1355","06","085","512032",2278,112159,1006,842,164,784,637,147,23,23,0,15,15,0,117,108,9,12,12,0,14,14,0,41,33,8,534,499,35,287,175,112
"1356","06","085","512033",1938,117386,2033,1393,640,1384,955,429,73,44,29,4,4,0,404,298,106,0,0,0,120,46,74,48,46,2,954,818,136,565,198,367
"1357","06","085","512034",2406,117841,1019,787,232,746,562,184,12,0,12,0,0,0,155,145,10,0,0,0,79,53,26,27,27,0,606,504,102,236,128,108
"1358","06","085","512035",1716,120482,1412,1083,329,933,684,249,69,63,6,0,0,0,213,186,27,0,0,0,152,112,40,45,38,7,732,579,153,375,239,136
"1359","06","085","512036",2296,102200,1888,576,1312,1021,312,709,104,0,104,0,0,0,607,214,393,0,0,0,89,29,60,67,21,46,801,278,523,318,63,255
"1360","06","085","512037",2407,119886,975,807,168,723,602,121,17,17,0,0,0,0,140,109,31,0,0,0,50,38,12,45,41,4,630,542,88,147,102,45
"1361","06","085","512038",1939,89297,1073,715,358,628,446,182,80,47,33,0,0,0,211,161,50,0,0,0,75,52,23,79,9,70,424,312,112,362,186,176
"1362","06","085","512039",2201,106217,1339,1046,293,573,419,154,99,84,15,0,0,0,535,422,113,0,0,0,48,37,11,84,84,0,375,317,58,298,191,107
"1363","06","085","512042",1381,68500,868,497,371,386,196,190,44,23,21,0,0,0,291,212,79,0,0,0,98,54,44,49,12,37,148,92,56,373,170,203
"1364","06","085","512043",1364,51000,1592,611,981,658,307,351,113,32,81,0,0,0,379,150,229,0,0,0,335,81,254,107,41,66,270,204,66,820,238,582
"1365","06","085","512045",2342,108289,1808,1540,268,1316,1152,164,63,45,18,0,0,0,273,238,35,0,0,0,91,52,39,65,53,12,1012,902,110,419,314,105
"1366","06","085","512047",2007,114242,1708,1333,375,1261,975,286,0,0,0,0,0,0,310,262,48,0,0,0,86,82,4,51,14,37,1022,830,192,325,227,98
"1367","06","085","512052",2036,91667,1762,764,998,1325,609,716,56,0,56,15,15,0,198,100,98,0,0,0,72,33,39,96,7,89,1148,564,584,292,93,199
"1368","06","085","512053",1578,85495,1433,940,493,883,646,237,99,71,28,10,0,10,263,155,108,0,0,0,113,31,82,65,37,28,591,521,70,432,167,265
"1369","06","085","512100",1714,87604,455,285,170,350,209,141,0,0,0,2,2,0,61,61,0,0,0,0,42,13,29,0,0,0,223,147,76,169,75,94
"1370","06","085","512200",1490,132582,1657,1416,241,1371,1142,229,26,14,12,0,0,0,169,169,0,0,0,0,20,20,0,71,71,0,1189,1000,189,243,203,40
"1371","06","085","512305",1827,116250,1480,1201,279,1156,917,239,41,41,0,17,0,17,212,189,23,0,0,0,28,28,0,26,26,0,997,816,181,187,129,58
"1372","06","085","512307",2028,100583,2359,1906,453,1956,1586,370,20,20,0,15,15,0,195,157,38,40,20,20,65,65,0,68,43,25,1578,1319,259,522,366,156
"1373","06","085","512308",2515,140500,2464,2071,393,1751,1552,199,60,60,0,0,0,0,277,234,43,0,0,0,193,155,38,183,70,113,1575,1376,199,331,310,21
"1374","06","085","512309",2122,112917,1712,1403,309,1394,1180,214,85,38,47,0,0,0,98,98,0,0,0,0,86,38,48,49,49,0,1262,1134,128,229,95,134
"1375","06","085","512310",1470,55951,1447,567,880,1001,376,625,13,0,13,0,0,0,238,175,63,0,0,0,146,0,146,49,16,33,601,331,270,552,45,507
"1376","06","085","512311",1214,93047,1189,940,249,875,679,196,48,48,0,0,0,0,147,114,33,0,0,0,78,58,20,41,41,0,670,520,150,289,223,66
"1377","06","085","512312",2211,108681,1079,875,204,854,680,174,30,24,6,7,7,0,65,60,5,6,6,0,72,72,0,45,26,19,656,527,129,282,233,49
"1378","06","085","512313",1587,76132,1186,447,739,979,370,609,32,23,9,8,0,8,58,32,26,0,0,0,109,22,87,0,0,0,585,324,261,513,68,445
"1379","06","085","512314",1398,68000,2158,1241,917,1611,927,684,86,6,80,31,22,9,103,80,23,0,0,0,258,175,83,69,31,38,1186,733,453,735,391,344
"1380","06","085","512401",1662,115259,1420,1027,393,1182,889,293,20,20,0,21,21,0,39,39,0,0,0,0,108,18,90,50,40,10,846,659,187,468,272,196
"1381","06","085","512402",1526,105882,1446,1071,375,1113,833,280,14,2,12,8,8,0,120,109,11,0,0,0,133,64,69,58,55,3,829,706,123,438,210,228
"1382","06","085","512503",3226,138891,2731,2356,375,2107,1819,288,92,37,55,0,0,0,281,269,12,0,0,0,43,43,0,208,188,20,1586,1376,210,650,572,78
"1383","06","085","512505",1678,87227,2186,1163,1023,1786,936,850,21,21,0,0,0,0,124,78,46,0,0,0,153,67,86,102,61,41,916,598,318,1061,426,635
"1384","06","085","512506",1192,56596,1906,858,1048,1367,601,766,28,0,28,37,8,29,161,143,18,0,0,0,288,88,200,25,18,7,401,282,119,1271,415,856
"1385","06","085","512508",1446,77727,2630,1407,1223,2152,1235,917,30,8,22,10,0,10,37,37,0,0,0,0,331,109,222,70,18,52,1100,853,247,1399,491,908
